# EDUK2 solver execution report
# generated_at: 2026-08-24T11:02:19-03:00
instance	algorithm	status	runs	elapsed_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
hi_n10000-159-s889351749c96021846.ukp	faithful	ok	1	0,335168	9927166269,000000	96021804,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-159-s889351749c96021846.ukp	ocaml_pyasukpt	ok	1	1,396285	9927166269,000000		0,000000			1302980,000000	10001,000000	Not a Saw ukp       5494 true          1    1302980 false      9927166269    1.37019 10001
hi_n10000-15-s750851024c76269221.ukp	faithful	ok	1	0,310775	10178556021,000000	76269182,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-15-s750851024c76269221.ukp	ocaml_pyasukpt	ok	1	2,462600	10178556021,000000		0,000000			926637,000000	10001,000000	Not a Saw ukp       8351 false          3     926637 false     10178556021    2.44236 10001
hi_n10000-160-s795342803c95575771.ukp	faithful	ok	1	0,245008	14581368895,000000	95575747,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-160-s795342803c95575771.ukp	ocaml_pyasukpt	ok	1	1,114522	14581368895,000000		0,000000			825680,000000	10001,000000	Not a Saw ukp       5057 true          1     825680 false     14581368895    1.09932 10001
hi_n10000-161-s357785697c39179680.ukp	faithful	ok	1	0,093678	6317238684,000000	39179562,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-161-s357785697c39179680.ukp	ocaml_pyasukpt	ok	1	0,227244	6317238684,000000		0,000000			119014,000000	10001,000000	Not a Saw ukp       2030 false          6     119014 false      6317238684    0.21335 10001
hi_n10000-162-s993255606c71822450.ukp	faithful	ok	1	0,327103	9440194368,000000	71822412,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-162-s993255606c71822450.ukp	ocaml_pyasukpt	ok	1	2,074853	9440194368,000000		0,000000			769719,000000	10001,000000	Not a Saw ukp       7209 true          1     769719 false      9440194368    2.05996 10001
hi_n10000-163-s498052849c49571060.ukp	faithful	ok	1	0,262625	9581158181,000000	49570989,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
